id,text,language,source
3043,Ọ̀rẹ́ mi lọ sí ibùdó ọkọ̀ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3044,O ń ṣiṣẹ́ ní ilé ẹ̀kọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3045,Arákùnrin mi mú kọ̀ǹpútà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3046,Anyị mere ọka n'ehihie.,Igbo,AI-generated synthetic data
3047,Baba ń ṣiṣẹ́ ní àgbègbè wa ní alẹ́.,Yoruba,AI-generated synthetic data
3048,Abokina yana karatu bayanan mara lafiya.,Hausa,AI-generated synthetic data
3049,Our community is learning the computer.,English,AI-generated synthetic data
3050,Dókítà náà ní ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3051,Where is the nearest hospital?,English,AI-generated synthetic data
3052,The nurse is studying a research proposal.,English,AI-generated synthetic data
3053,Ị jiri ọka n'ehihie.,Igbo,AI-generated synthetic data
3054,"Bayan cin abinci, muna bukatar karin bayani kafin mu yanke hukunci.",Hausa,AI-generated synthetic data
3055,The developer is studying the school timetable.,English,AI-generated synthetic data
3056,The doctor is learning the computer.,English,AI-generated synthetic data
3057,Unu nwere oche taa.,Igbo,AI-generated synthetic data
3058,Our team is organizing the school timetable.,English,AI-generated synthetic data
3059,We need more information before making a decision.,English,AI-generated synthetic data
3060,Karfe nawa motar bas za ta tashi?,Hausa,AI-generated synthetic data
3061,Baba ń rìn ní àgbègbè wa ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3062,My friend is checking a mobile application.,English,AI-generated synthetic data
3063,Nna bịara n'ọbá akwụkwọ n'izu a.,Igbo,AI-generated synthetic data
3064,Obìnrin náà mú aṣọ ní òru.,Yoruba,AI-generated synthetic data
3065,Ọkùnrin náà ń rìn ní ilé ìtajà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3066,Aládùúgbò wa rí ẹ̀fọ́ àná.,Yoruba,AI-generated synthetic data
3067,Unu na-arụ ọrụ n'ụlọ ọgwụ ụnyaahụ.,Igbo,AI-generated synthetic data
3068,The doctor is studying the business plan.,English,AI-generated synthetic data
3069,The doctor is building the school timetable.,English,AI-generated synthetic data
3070,Al'ummar yana tattauna manhajar waya.,Hausa,AI-generated synthetic data
3071,Nwoke ahụ hụrụ azụ na ngwụcha izu.,Igbo,AI-generated synthetic data
3072,Nwanne m nọ n'chọọchị ụnyaahụ.,Igbo,AI-generated synthetic data
3073,Arákùnrin mi ń kọ́ ẹ̀kọ́ ní ilé ìtajà ní ọ̀sán.,Yoruba,AI-generated synthetic data
3074,My friend is checking the delivery schedule.,English,AI-generated synthetic data
3075,Onye nkụzi ahụ na-eje ije n'ahịa taa.,Igbo,AI-generated synthetic data
3076,Mai shirye-shiryen yana tattauna manhajar waya.,Hausa,AI-generated synthetic data
3077,Abokina yana tattauna shirin kasuwanci.,Hausa,AI-generated synthetic data
3078,Akẹ́kọ̀ọ́ náà ní ìwé ní kutukutu.,Yoruba,AI-generated synthetic data
3079,Nwanyị ahụ na-eje ije n'ọgbọ egwuregwu n'izu a.,Igbo,AI-generated synthetic data
3080,Nwanne nwanyị m na-eje ije n'ụlọ enyi m echi.,Igbo,AI-generated synthetic data
3081,Malamin yana tsara shirin kasuwanci.,Hausa,AI-generated synthetic data
3082,Ị wetara akpa taa.,Igbo,AI-generated synthetic data
3083,Malamin yana bitar sabon aiki.,Hausa,AI-generated synthetic data
3084,Injiniyan yana karatu shirin kasuwanci.,Hausa,AI-generated synthetic data
3085,Nne chọrọ osikapa echi.,Igbo,AI-generated synthetic data
3086,M na-aga n'ụlọ ekpere n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3087,The manager is planning a research proposal.,English,AI-generated synthetic data
3088,"Today, when should I submit the application?",English,AI-generated synthetic data
3089,Anyị nwere oche n'izu a.,Igbo,AI-generated synthetic data
3090,The engineer is planning the delivery schedule.,English,AI-generated synthetic data
3091,Manomin yana koyon bayanan mara lafiya.,Hausa,AI-generated synthetic data
3092,Ọ̀rẹ́ mi mú fóònù ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3093,Obìnrin náà ń rìn ní àgbègbè wa àná.,Yoruba,AI-generated synthetic data
3094,"Yesterday, the network administrator checked the router.",English,AI-generated synthetic data
3095,Awa ń kọ́ ẹ̀kọ́ ní ilé ìwòsàn ní kutukutu.,Yoruba,AI-generated synthetic data
3096,"Yau, mun gwada API kafin mu hada shi da manhajar.",Hausa,AI-generated synthetic data
3097,Ọmọ náà rí kọ̀ǹpútà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3098,Mama ń kọ́ ẹ̀kọ́ ní ilé ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3099,The developer is planning the school timetable.,English,AI-generated synthetic data
3100,Malamin yana tattauna bayanan taro.,Hausa,AI-generated synthetic data
3101,The doctor is planning the delivery schedule.,English,AI-generated synthetic data
3102,Nna nwere oche n'ụtụtụ.,Igbo,AI-generated synthetic data
3103,Nne na-amụ ihe n'okporo ụzọ na ngwụcha izu.,Igbo,AI-generated synthetic data
3104,Manomin yana gina shirin kasuwanci.,Hausa,AI-generated synthetic data
3105,Mai shirye-shiryen yana shirya kayan aikin gona.,Hausa,AI-generated synthetic data
3106,Arábìnrin mi rí kámẹ́rà ní kutukutu.,Yoruba,AI-generated synthetic data
3107,Dalibin yana shirya takardar bincike.,Hausa,AI-generated synthetic data
3108,Dan uwana yana karatu hanyar sadarwa.,Hausa,AI-generated synthetic data
3109,Àwọn ọmọ ń kọ́ ẹ̀kọ́ ní ilé ìwòsàn ní ọ̀sán.,Yoruba,AI-generated synthetic data
3110,Ị nwere akpa n'ehihie.,Igbo,AI-generated synthetic data
3111,Akẹ́kọ̀ọ́ náà rí ìwé ní òru.,Yoruba,AI-generated synthetic data
3112,Onye agbata obi anyị na-eje ije n'okporo ụzọ na ngwụcha izu.,Igbo,AI-generated synthetic data
3113,Nwoke ahụ nọ n'ụlọ enyi m n'ụtụtụ.,Igbo,AI-generated synthetic data
3114,Al'ummar yana tattauna jadawalin makaranta.,Hausa,AI-generated synthetic data
3115,Ọmọ náà ń kọ́ ẹ̀kọ́ ní ilé ẹ̀kọ́ àná.,Yoruba,AI-generated synthetic data
3116,Our community is reviewing the business plan.,English,AI-generated synthetic data
3117,"Da rana, mai bincike ya kwatanta samfurin koyon na'ura daban-daban.",Hausa,AI-generated synthetic data
3118,The engineer is studying the machine learning model.,English,AI-generated synthetic data
3119,"Yau, direban ya jira fasinjoji kusa da tashar mota.",Hausa,AI-generated synthetic data
3120,Nwa ahụ mere oche echi.,Igbo,AI-generated synthetic data
3121,A teacher is studying the network connection.,English,AI-generated synthetic data
3122,Malamin yana tsara kwamfutar.,Hausa,AI-generated synthetic data
3123,Manomin yana gyara kayan horo.,Hausa,AI-generated synthetic data
3124,Nwanne nwoke m na-arụ ọrụ n'chọọchị na ngwụcha izu.,Igbo,AI-generated synthetic data
3125,"At home, when will the meeting begin?",English,AI-generated synthetic data
3126,Ó mú àpò ọ̀la.,Yoruba,AI-generated synthetic data
3127,Wọ́n ní fóònù ní kutukutu.,Yoruba,AI-generated synthetic data
3128,M na-arụ ọrụ n'chọọchị na ngwụcha izu.,Igbo,AI-generated synthetic data
3129,Enyi m jiri ekwentị echi.,Igbo,AI-generated synthetic data
3130,Nna na-amụ ihe n'chọọchị n'oge.,Igbo,AI-generated synthetic data
3131,"Yayin taro, mun tsaftace bayanan kafin horar da samfurin.",Hausa,AI-generated synthetic data
3132,Onye agbata obi anyị nọ n'ahịa n'oge.,Igbo,AI-generated synthetic data
3133,Ị na-aga n'ọgbọ egwuregwu echi.,Igbo,AI-generated synthetic data
3134,Likitan yana karatu manhajar waya.,Hausa,AI-generated synthetic data
3135,"In the evening, he called his mother after work.",English,AI-generated synthetic data
3136,The developer is repairing the business plan.,English,AI-generated synthetic data
3137,The nurse is building the computer.,English,AI-generated synthetic data
3138,Arákùnrin mi wà ní ilé ìtajà ní alẹ́.,Yoruba,AI-generated synthetic data
3139,Manajan yana gyara rahoton.,Hausa,AI-generated synthetic data
3140,Ọmọ náà ṣe àga ọ̀la.,Yoruba,AI-generated synthetic data
3141,Ha mere agwa n'ụtụtụ.,Igbo,AI-generated synthetic data
3142,Enyi m na-aga n'ụlọ akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3143,"Da safe, yar uwata ta sayi sabbin takalma.",Hausa,AI-generated synthetic data
3144,The driver is organizing the machine learning model.,English,AI-generated synthetic data
3145,The manager is learning the inventory list.,English,AI-generated synthetic data
3146,The driver is studying the inventory list.,English,AI-generated synthetic data
3147,Injiniyan yana shirya samfurin koyon na'ura.,Hausa,AI-generated synthetic data
3148,Ọmọ náà ra kámẹ́rà ní òru.,Yoruba,AI-generated synthetic data
3149,"Da safe, malami ya bayyana darasin da misali na aikace-aikace.",Hausa,AI-generated synthetic data
3150,The nurse is reviewing the school timetable.,English,AI-generated synthetic data
3151,Arábìnrin mi ń kọ́ ẹ̀kọ́ ní òpópónà ní alẹ́.,Yoruba,AI-generated synthetic data
3152,Àwọn ará wa ń ṣiṣẹ́ ní ilé ọ̀rẹ́ mi ní ọ̀sán.,Yoruba,AI-generated synthetic data
3153,A researcher is building the report.,English,AI-generated synthetic data
3154,Al'ummar yana karatu kayan aikin gona.,Hausa,AI-generated synthetic data
3155,Mama wà ní ilé ìwòsàn àná.,Yoruba,AI-generated synthetic data
3156,The doctor is checking the report.,English,AI-generated synthetic data
3157,Nwanne nwanyị m wetara anụ na ngwụcha izu.,Igbo,AI-generated synthetic data
3158,"During the meeting, everyone should follow the safety instructions.",English,AI-generated synthetic data
3159,Nwoke ahụ chọrọ igodo n'oge.,Igbo,AI-generated synthetic data
3160,A teacher is reviewing the delivery schedule.,English,AI-generated synthetic data
3161,Dalibin yana gina shirin kasuwanci.,Hausa,AI-generated synthetic data
3162,Unu mere igodo taa.,Igbo,AI-generated synthetic data
3163,"During the meeting, the algorithm performed better after the data was cleaned.",English,AI-generated synthetic data
3164,Arábìnrin mi wà ní ọgbà ní ọ̀sán.,Yoruba,AI-generated synthetic data
3165,Direban yana bitar shirin kasuwanci.,Hausa,AI-generated synthetic data
3166,Manajan yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
3167,Dalibin yana shirya kwamfutar.,Hausa,AI-generated synthetic data
3168,Ọ zụtara unere n'ehihie.,Igbo,AI-generated synthetic data
3169,Nwa akwụkwọ ahụ nọ n'ọdụ ụgbọala taa.,Igbo,AI-generated synthetic data
3170,Unu wetara akpụkpọ ụkwụ n'ehihie.,Igbo,AI-generated synthetic data
3171,"Da yamma, mai shirye-shiryen ya gyara kuskuren da ke cikin lambar Python.",Hausa,AI-generated synthetic data
3172,Tawagar mu yana duba bayanan taro.,Hausa,AI-generated synthetic data
3173,Injiniyan yana koyon kayan horo.,Hausa,AI-generated synthetic data
3174,"Da rana, barka da safiya, ina fatan kana cikin koshin lafiya.",Hausa,AI-generated synthetic data
3175,Arákùnrin mi ra ìrẹsì ní kutukutu.,Yoruba,AI-generated synthetic data
3176,Anyị na-amụ ihe n'ọfịs n'ụtụtụ.,Igbo,AI-generated synthetic data
3177,Ọkùnrin náà ń kọ́ ẹ̀kọ́ ní òpópónà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3178,Àwọn ará wa fẹ́ kọ́kọ́rọ́ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3179,"After lunch, the family prepared food for their guests.",English,AI-generated synthetic data
3180,Manomin yana gina jadawalin isar da kaya.,Hausa,AI-generated synthetic data
3181,"Da safe, ina son kara koyon bayani game da wannan kwas.",Hausa,AI-generated synthetic data
3182,My brother is organizing the meeting notes.,English,AI-generated synthetic data
3183,"Tomorrow, the mechanic replaced the damaged part.",English,AI-generated synthetic data
3184,My friend is repairing the farm equipment.,English,AI-generated synthetic data
3185,A teacher is repairing the delivery schedule.,English,AI-generated synthetic data
3186,Mai binciken yana karatu kayan aikin gona.,Hausa,AI-generated synthetic data
3187,Obìnrin náà fẹ́ ẹja ọ̀la.,Yoruba,AI-generated synthetic data
3188,Wọ́n dé sí òpópónà àná.,Yoruba,AI-generated synthetic data
3189,"Da safe, yaran suna wasa a wajen gida.",Hausa,AI-generated synthetic data
3190,Nwoke ahụ chọrọ azụ echi.,Igbo,AI-generated synthetic data
3191,Wọ́n ń kọ́ ẹ̀kọ́ ní ilé ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3192,"In the evening, which road leads to the market?",English,AI-generated synthetic data
3193,Abokina yana gyara kayan horo.,Hausa,AI-generated synthetic data
3194,"In the morning, have you completed the assignment?",English,AI-generated synthetic data
3195,"After lunch, they are waiting for the bus.",English,AI-generated synthetic data
3196,Baba ní kọ̀ǹpútà ní òru.,Yoruba,AI-generated synthetic data
3197,O ń rìn ní ilé ẹ̀kọ́ ní kutukutu.,Yoruba,AI-generated synthetic data
3198,"Yau, don Allah ka ajiye kayan aikin a wuri mai aminci.",Hausa,AI-generated synthetic data
3199,Nna na-amụ ihe n'ụlọ ahịa taa.,Igbo,AI-generated synthetic data
3200,Ọmọ náà ra ìrẹsì ní ọ̀sán.,Yoruba,AI-generated synthetic data
3201,Nne jiri ekwentị na ngwụcha izu.,Igbo,AI-generated synthetic data
3202,Tawagar mu yana koyon hanyar sadarwa.,Hausa,AI-generated synthetic data
3203,Manomin yana bitar rahoton.,Hausa,AI-generated synthetic data
3204,Ọmọ náà mú àga àná.,Yoruba,AI-generated synthetic data
3205,Al'ummar yana gyara sabon aiki.,Hausa,AI-generated synthetic data
3206,Unu bịara n'ọgbọ egwuregwu n'ụtụtụ.,Igbo,AI-generated synthetic data
3207,"Yesterday, how do I reset my password?",English,AI-generated synthetic data
3208,Manajan yana gina jadawalin makaranta.,Hausa,AI-generated synthetic data
3209,Nwoke ahụ jiri azụ n'oge.,Igbo,AI-generated synthetic data
3210,Mai shirye-shiryen yana koyon takardar bincike.,Hausa,AI-generated synthetic data
3211,Àwọn ará wa ra àpò ní ọ̀sán.,Yoruba,AI-generated synthetic data
3212,Nwanne nwoke m chọrọ igwefoto echi.,Igbo,AI-generated synthetic data
3213,Mo lọ sí ilé ìtajà àná.,Yoruba,AI-generated synthetic data
3214,Àwọn ọmọ ṣe aṣọ ní òru.,Yoruba,AI-generated synthetic data
3215,Manajan yana karatu shirin kasuwanci.,Hausa,AI-generated synthetic data
3216,Tawagar mu yana koyon sabon aiki.,Hausa,AI-generated synthetic data
3217,"Gobe, malami ya bayyana darasin da misali na aikace-aikace.",Hausa,AI-generated synthetic data
3218,"Da yamma, ina son kara koyon bayani game da wannan kwas.",Hausa,AI-generated synthetic data
3219,The student is preparing a research proposal.,English,AI-generated synthetic data
3220,Dalibin yana gina jadawalin isar da kaya.,Hausa,AI-generated synthetic data
3221,My friend is studying the report.,English,AI-generated synthetic data
3222,Enyi m na-eje ije n'ọgbọ egwuregwu n'abalị.,Igbo,AI-generated synthetic data
3223,We should discuss the issue before tomorrow.,English,AI-generated synthetic data
3224,Manhajar tana adana bayanan masu amfani cikin tsaro.,Hausa,AI-generated synthetic data
3225,A teacher is reviewing the school timetable.,English,AI-generated synthetic data
3226,Àwọn ará wa mú ẹja ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3227,Nwanyị ahụ hụrụ igodo n'abalị.,Igbo,AI-generated synthetic data
3228,Anyị wetara akpụkpọ ụkwụ n'ụtụtụ.,Igbo,AI-generated synthetic data
3229,The doctor is preparing the machine learning model.,English,AI-generated synthetic data
3230,"At work, the database contains records from several locations.",English,AI-generated synthetic data
3231,Nna bịara n'ụlọ ekpere n'abalị.,Igbo,AI-generated synthetic data
3232,Baba lo kọ̀ǹpútà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3233,Ọ na-aga n'ụlọ ọgwụ echi.,Igbo,AI-generated synthetic data
3234,"Gobe, yanayin yau yana da dadi.",Hausa,AI-generated synthetic data
3235,Dókítà náà dé sí ọgbà ẹ̀kọ́ ní ọ̀sán.,Yoruba,AI-generated synthetic data
3236,Ha na-arụ ọrụ n'ọgbọ egwuregwu n'ụtụtụ.,Igbo,AI-generated synthetic data
3237,Direban yana koyon kayan aikin gona.,Hausa,AI-generated synthetic data
3238,The farmer planted maize before the rainy season began.,English,AI-generated synthetic data
3239,Tawagar mu yana karatu sabon aiki.,Hausa,AI-generated synthetic data
3240,Arábìnrin mi lọ sí ilé ọ̀rẹ́ mi ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3241,Nwoke ahụ na-aga n'ụlọ ọgwụ n'ụtụtụ.,Igbo,AI-generated synthetic data
3242,My brother is building the training materials.,English,AI-generated synthetic data
3243,Obìnrin náà ní ẹja ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3244,Awa rí àgbàdo ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3245,Arábìnrin mi ń kọ́ ẹ̀kọ́ ní ọgbà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3246,Mai binciken yana gina samfurin koyon na'ura.,Hausa,AI-generated synthetic data
3247,Ị zụtara ji n'abalị.,Igbo,AI-generated synthetic data
3248,"Da yamma, don Allah ka sanar da ni idan ka shirya.",Hausa,AI-generated synthetic data
3249,"During the meeting, i will visit my friend tomorrow.",English,AI-generated synthetic data
3250,Nwanyị ahụ na-arụ ọrụ n'ọdụ ụgbọala na ngwụcha izu.,Igbo,AI-generated synthetic data
3251,Obìnrin náà fẹ́ kọ́kọ́rọ́ ní òru.,Yoruba,AI-generated synthetic data
3252,My friend is building a new project.,English,AI-generated synthetic data
3253,Ọkùnrin náà ra tábìlì ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3254,Ọkùnrin náà ń ṣiṣẹ́ ní ilé ọ̀rẹ́ mi ní òru.,Yoruba,AI-generated synthetic data
3255,Nwa akwụkwọ ahụ na-eje ije n'ụlọ ekpere n'izu a.,Igbo,AI-generated synthetic data
3256,Dalibin yana shirya bayanan taro.,Hausa,AI-generated synthetic data
3257,"Bayan cin abinci, mun gwada API kafin mu hada shi da manhajar.",Hausa,AI-generated synthetic data
3258,Dókítà náà fẹ́ ẹ̀fọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3259,Abokina yana tattauna hanyar sadarwa.,Hausa,AI-generated synthetic data
3260,M nọ n'ụlọ taa.,Igbo,AI-generated synthetic data
3261,"Jiya, kwamfuta tana bukatar sabuntawa kafin manhajar ta yi aiki.",Hausa,AI-generated synthetic data
3262,Nwanne nwoke m jiri igwefoto n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3263,"A wurin aiki, taron ya dauki lokaci fiye da yadda aka zata.",Hausa,AI-generated synthetic data
3264,Akẹ́kọ̀ọ́ náà fẹ́ ẹ̀fọ́ ọ̀la.,Yoruba,AI-generated synthetic data
3265,Ṣé o wà nílé?,Yoruba,AI-generated synthetic data
3266,Awa dé sí ilé ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3267,Aládùúgbò wa ra tábìlì àná.,Yoruba,AI-generated synthetic data
3268,Ọ hụrụ agwa n'ụtụtụ.,Igbo,AI-generated synthetic data
3269,Nwa akwụkwọ ahụ zụtara azụ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3270,"In the afternoon, can we review the report today?",English,AI-generated synthetic data
3271,The manager is discussing the report.,English,AI-generated synthetic data
3272,Nwanyị ahụ hụrụ tebụl ụnyaahụ.,Igbo,AI-generated synthetic data
3273,"Gobe, nawa ne kudin wannan sabis?",Hausa,AI-generated synthetic data
3274,Baba ra oúnjẹ ní alẹ́.,Yoruba,AI-generated synthetic data
3275,Our team is reviewing the meeting notes.,English,AI-generated synthetic data
3276,Anyị ga-ahụ onwe anyị,Igbo,AI-generated synthetic data
3277,Ọkùnrin náà ṣe àkàrà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3278,"A gida, fasinjoji sun jira cikin hakuri a tashar mota.",Hausa,AI-generated synthetic data
3279,The food at the restaurant was delicious.,English,AI-generated synthetic data
3280,Nwa akwụkwọ ahụ bịara n'ọbá akwụkwọ n'izu a.,Igbo,AI-generated synthetic data
3281,A researcher is checking the meeting notes.,English,AI-generated synthetic data
3282,Olùkọ́ náà ní bàtà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3283,Onye nkụzi ahụ zụtara akwụkwọ taa.,Igbo,AI-generated synthetic data
3284,Dọkịta ahụ chọrọ akwụkwọ nri n'abalị.,Igbo,AI-generated synthetic data
3285,Nna hụrụ kọmputa n'abalị.,Igbo,AI-generated synthetic data
3286,Abokina yana bitar bayanan taro.,Hausa,AI-generated synthetic data
3287,"In the morning, we cleaned the dataset before training the classifier.",English,AI-generated synthetic data
3288,Nwoke ahụ na-eje ije n'ogige na ngwụcha izu.,Igbo,AI-generated synthetic data
3289,"After lunch, the passengers waited patiently at the terminal.",English,AI-generated synthetic data
3290,I have not received the message yet.,English,AI-generated synthetic data
3291,Ẹyin lo ọ̀gẹ̀dẹ̀ àná.,Yoruba,AI-generated synthetic data
3292,"Gobe, mai shirye-shiryen ya gyara kuskuren da ke cikin lambar Python.",Hausa,AI-generated synthetic data
3293,The nurse is repairing the patient record.,English,AI-generated synthetic data
3294,"Da rana, ina asibitin da ya fi kusa yake?",Hausa,AI-generated synthetic data
3295,Nwa akwụkwọ ahụ na-arụ ọrụ n'ụlọ ahịa n'ehihie.,Igbo,AI-generated synthetic data
3296,Mama ń kọ́ ẹ̀kọ́ ní ilé ìwòsàn ọ̀la.,Yoruba,AI-generated synthetic data
3297,Unu nọ n'ụlọ n'oge.,Igbo,AI-generated synthetic data
3298,Likitan yana karatu sabon aiki.,Hausa,AI-generated synthetic data
3299,Na yi farin cikin jin cewa komai ya tafi lafiya.,Hausa,AI-generated synthetic data
3300,Ọkùnrin náà mú ẹ̀fọ́ lónìí.,Yoruba,AI-generated synthetic data
3301,Ó ra ọ̀gẹ̀dẹ̀ ní ọ̀sán.,Yoruba,AI-generated synthetic data
3302,Aládùúgbò wa ń kọ́ ẹ̀kọ́ ní ilé ọ̀rẹ́ mi lónìí.,Yoruba,AI-generated synthetic data
3303,Ó ń ṣiṣẹ́ ní ilé ìwòsàn ní kutukutu.,Yoruba,AI-generated synthetic data
3304,Ẹyin fẹ́ àga àná.,Yoruba,AI-generated synthetic data
3305,Tawagar mu yana duba jadawalin isar da kaya.,Hausa,AI-generated synthetic data
3306,"Bayan cin abinci, za mu iya duba rahoton yau?",Hausa,AI-generated synthetic data
3307,The farmer is preparing the report.,English,AI-generated synthetic data
3308,O rí àpò ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3309,Olùkọ́ náà ń rìn ní ọgbà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3310,Olùkọ́ náà ní kámẹ́rà lónìí.,Yoruba,AI-generated synthetic data
3311,Nne nwere ekwentị echi.,Igbo,AI-generated synthetic data
3312,The nurse is repairing the network connection.,English,AI-generated synthetic data
3313,"Tomorrow, the meeting has been moved to Friday.",English,AI-generated synthetic data
3314,Ó ń rìn ní ilé ìwòsàn ọ̀la.,Yoruba,AI-generated synthetic data
3315,Ẹyin ṣe àgbàdo ní òru.,Yoruba,AI-generated synthetic data
3316,The driver is repairing a new project.,English,AI-generated synthetic data
3317,Al'ummar yana duba jadawalin makaranta.,Hausa,AI-generated synthetic data
3318,Dọkịta ahụ chọrọ tebụl taa.,Igbo,AI-generated synthetic data
3319,The driver is learning the delivery schedule.,English,AI-generated synthetic data
3320,"Yayin taro, yar uwata ta sayi sabbin takalma.",Hausa,AI-generated synthetic data
3321,A researcher is reviewing a new project.,English,AI-generated synthetic data
3322,M hụrụ ọka n'ehihie.,Igbo,AI-generated synthetic data
3323,Injiniyan yana koyon sabon aiki.,Hausa,AI-generated synthetic data
3324,The student is repairing the machine learning model.,English,AI-generated synthetic data
3325,"At work, how much does this service cost?",English,AI-generated synthetic data
3326,Obìnrin náà mú ẹja ní alẹ́.,Yoruba,AI-generated synthetic data
3327,Mai binciken yana shirya kwamfutar.,Hausa,AI-generated synthetic data
3328,Nwa akwụkwọ ahụ hụrụ akwụkwọ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3329,Nwanne nwanyị m chọrọ akwụkwọ n'abalị.,Igbo,AI-generated synthetic data
3330,Wọ́n rí kọ̀ǹpútà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3331,Ma'aikaciyar jinya yana shirya manhajar waya.,Hausa,AI-generated synthetic data
3332,Àwọn ará wa ń rìn ní ilé ọ̀rẹ́ mi ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3333,Àwọn ará wa lọ sí ilé ìwé ọ̀la.,Yoruba,AI-generated synthetic data
3334,Anyị na-aga n'ụlọ ekpere n'ụtụtụ.,Igbo,AI-generated synthetic data
3335,"In the evening, the mechanic replaced the damaged part.",English,AI-generated synthetic data
3336,Mama mú ẹ̀wà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3337,Onye agbata obi anyị mere akwụkwọ n'oge.,Igbo,AI-generated synthetic data
3338,"In the afternoon, the developer created a simple interface for the users.",English,AI-generated synthetic data
3339,Ma'aikaciyar jinya yana koyon kwamfutar.,Hausa,AI-generated synthetic data
3340,Onye nkụzi ahụ wetara ji n'ehihie.,Igbo,AI-generated synthetic data
3341,Likitan yana gyara jerin kaya.,Hausa,AI-generated synthetic data
3342,Malamin yana koyon kayan aikin gona.,Hausa,AI-generated synthetic data
3343,Ma'aikaciyar jinya yana karatu kayan aikin gona.,Hausa,AI-generated synthetic data
3344,Abokina yana tsara sabon aiki.,Hausa,AI-generated synthetic data
3345,Nne jiri oche ụnyaahụ.,Igbo,AI-generated synthetic data
3346,Enyi m na-arụ ọrụ n'ahịa na ngwụcha izu.,Igbo,AI-generated synthetic data
3347,O dé sí ilé ìtajà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3348,Nwanne m bịara n'ogige n'ehihie.,Igbo,AI-generated synthetic data
3349,Dalibin yana shirya sabon aiki.,Hausa,AI-generated synthetic data
3350,Nwanne nwanyị m zụtara akwụkwọ nri taa.,Igbo,AI-generated synthetic data
3351,Enyi m zụtara akpụkpọ ụkwụ echi.,Igbo,AI-generated synthetic data
3352,Aládùúgbò wa lo aṣọ ní alẹ́.,Yoruba,AI-generated synthetic data
3353,"Jiya, malami ya bayyana darasin da misali na aikace-aikace.",Hausa,AI-generated synthetic data
3354,Our team is repairing the meeting notes.,English,AI-generated synthetic data
3355,Dọkịta ahụ hụrụ akwụkwọ nri ụnyaahụ.,Igbo,AI-generated synthetic data
3356,Direban yana karatu rahoton.,Hausa,AI-generated synthetic data
3357,"Gobe, abincin gidan cin abincin ya yi dadi sosai.",Hausa,AI-generated synthetic data
3358,Ụmụaka ahụ nwere tebụl n'abalị.,Igbo,AI-generated synthetic data
3359,Abokina yana gina rahoton.,Hausa,AI-generated synthetic data
3360,"A wurin aiki, ta yaya za mu inganta tsarin?",Hausa,AI-generated synthetic data
3361,Nwanne m wetara anụ n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3362,Ụmụaka ahụ nọ n'ụlọ enyi m n'abalị.,Igbo,AI-generated synthetic data
3363,Manomin yana tattauna rahoton.,Hausa,AI-generated synthetic data
3364,My friend is discussing a new project.,English,AI-generated synthetic data
3365,The student is studying a research proposal.,English,AI-generated synthetic data
3366,Nwoke ahụ na-arụ ọrụ n'ụlọ na ngwụcha izu.,Igbo,AI-generated synthetic data
